nci_id,cluster_id,tsne_x,tsne_y,codes_text
NCI-2009-00817,4,-12.696568489074707,-2.5754833221435547,Human immunodeficiency virus (HIV) negative
NCI-2011-00312,0,5.053690433502197,8.348408699035645,Immunocompromised patients (other than that related to the use of corticosteroids) including patients known to be human immunodeficiency virus (HIV) positive
NCI-2011-00878,0,-9.185900688171387,6.779380798339844,"Severe, active co-morbidity, defined as follows:


* Acquired immune deficiency syndrome (AIDS) based upon current Centers for Disease Control and Prevention (CDC) definition; note: human immunodeficiency virus (HIV) testing is not required for entry into this protocol; protocol-specific requirements may also exclude immuno-compromised patients

"
NCI-2011-01915,0,6.273831367492676,6.231972694396973,"Patients known to be human immunodeficiency virus (HIV) positive and currently receiving retroviral therapy are not eligible; note: patients known to be HIV positive, but without clinical evidence of an immunocompromised state, are eligible for the study"
NCI-2011-01973,0,-8.485798835754395,2.009936571121216,"Patients with known human immunodeficiency virus (HIV) positive must have a cluster of differentiation (CD)4 cell count be >= 350 cells/mm^3 within 14 days prior to study entry (note, however, that HIV testing is not required for entry into this protocol)"
NCI-2011-01974,0,-8.19375228881836,5.324880599975586,"Severe, active co-morbidity, defined as follows:


* Acquired immune deficiency syndrome (AIDS) based upon the current Centers for Disease Control and Prevention (CDC) definition; note, however, that human immunodeficiency virus (HIV) testing is not required for entry into this protocol; protocol-specific requirements may also exclude immuno-compromised patients"
NCI-2011-01987,4,8.986861228942871,3.2840301990509033,Patients with active human immunodeficiency virus (HIV) infection are eligible if their cluster of differentiation (CD)4 count is > 499/cu mm and their viral load is < 50 copies/ml; use of highly active antiretroviral treatment (HAART) is allowed
NCI-2011-01992,4,-5.325077056884766,0.41472327709198,"*B21Patients with known human immunodeficiency virus (HIV) infection are excluded                          

*No human immunodeficiency virus (HIV) infection; patients with immune dysfunction are at a significantly higher risk of toxicities from intensive immunosuppressive therapies"
NCI-2011-02034,0,0.39793887734413147,10.298637390136719,"Patients with known human immunodeficiency virus (HIV) must have a CD4 count > 350 and be on concurrent antiretrovirals; patients with a history of intravenous drug abuse or any behavior associated with an increased risk of HIV infection should be tested for exposure to the HIV virus; an HIV test is not required for entry on this protocol, but is required if the patient is perceived to be at risk"
NCI-2011-02500,3,1.3555563688278198,-1.832167625427246,"Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible; however, HIV-positive patients without an acquired immune deficiency syndrome (AIDS)-defining diagnosis who are not receiving agents with the potential for pharmacokinetic (PK) interactions with ABT-888 may be eligible"
NCI-2011-02515,4,-8.097931861877441,10.121696472167969,"Patients with clinically significant illnesses which could compromise participation in the study, including, but not limited to, active or uncontrolled infection, immune deficiencies, known human immunodeficiency virus (HIV) infection requiring antiretroviral therapy, "
NCI-2011-02539,0,6.573894023895264,-6.595823287963867,Known human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible
NCI-2011-02592,4,1.2944411039352417,1.2781273126602173,"Patients must not have any known immune deficiencies; patients with immune deficiency are at increased risk of lethal infections when treated with marrow-suppressive therapy; therefore, known human immunodeficiency virus (HIV) positive patients receiving combination anti-retroviral therapy are excluded from the study"
NCI-2011-02673,0,4.850718021392822,9.222810745239258,Patients must not be known to be human immunodeficiency virus (HIV)-positive
NCI-2011-02674,1,-8.18733024597168,5.332120418548584,"Severe, active co-morbidity, defined as follows:


* Acquired immune deficiency syndrome (AIDS) based upon current Centers for Disease Control and Prevention (CDC) definition; note, however, that human immunodeficiency virus (HIV) testing is not required for entry into this protocol; protocol-specific requirements may also exclude immuno-compromised patients"
NCI-2012-00680,0,-7.111593246459961,3.097174882888794,PROCUREMENT: Patients with active human immunodeficiency virus (HIV) positive at time of procurement (can be pending at the time of blood draw)
NCI-2012-00860,0,8.515836715698242,-3.0479395389556885,Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy will be eligible unless the cluster of differentiation (CD)4 count is < 200 cells/mm^3 within one month of study enrollment
NCI-2012-00864,4,4.281697750091553,9.762874603271484,"Patients with a known active infection, e.g., hepatitis B virus or hepatitis C virus; human immunodeficiency virus (HIV)-positive patients who are otherwise well and who do not have evidence of significant immune compromise are eligible"
